collection_no,record_type,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,reference_nos,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,time_bins,time_contain,time_major,time_buffer,time_overlap,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,direct_ma,direct_ma_error,direct_ma_method,formation_alt,member_alt,stratgroup_alt,interval_lb,interval_ub,rock_no_sr,formation_no,rock_unit_senior,rock2_no_sr,formation2_no,rock_unit_senior2,ma_lb,ma_ub,zone_species,non_taxon_zone,non_taxon_zone_label
59327,col,-78.32333,34.99806,Clinton - Duplin Formation,0,,19,Late Pliocene,Late Pliocene,3.6,2.588,Gardner,1943,16984,"1,698,417,048",US,North Carolina,Sampson,based on nearby landmark,seconds,local area,"Clinton, 4 mi. S of Clinton and 10 miles S of Clinton, Sampson Co., North Carolina. Lat/long estimate based on Clinton, Sampson Co., North Carolina",gp_mid,-77.05,35.44,109,Duplin,,,formation,,,,,,,,"No lithostratigraphic details or stratigraphic relationships provided in text. From Siple (1957) ""The Duplin in South Carolina is considered to be equivalent to the upper Yorktown of Virginia and the Cancellaria biofacies within the Choctawhatchee stage of Florida."" AGE: Late Pliocene. Campbell (1974) suggested an age of zone N-20, or about 3.0-3.5 Ma for the type section of the Duplin Fm at Natural Well, late Pliocene age. ",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"Shelly, medium- to coarse-grained sand, sandy marl, and limestone, bluish gray.",sandstone,"medium,coarse,shelly/skeletal,gray,blue",unlithified,calcareous,Y,,,,,,coastal indet.,,No geologic or paleoenvironmental data reported in text.,taxonomic,"field collection,survey of museum collection",USNM,,,,,,Collections reposited in USNM and USGS collections.,"Exhaustive for Gastropoda, Bivalvia and Scaphopoda. Nomenclature is somewhat antiquated but provided to species resolution and authoritative.","GCP,marine invertebrate",J. A. Gardner. 1943. Mollusca from the Miocene and Lower Pliocene of Virginia and North Carolina. United States Geological Survey Professional Paper 199(A),167,167,351,A. Hendy,A. Hendy,L. Eccles,3/26/06,11/25/13,0,0,,,,,Pc1,Pc1,18860,18860,Duplin,0,0,,3.6,2.6,,,
59329,col,-77.61694,35.50667,Lizzie - Yorktown Formation,0,,23,Early Pliocene,Late Pliocene,5.33,2.588,Gardner,1943,16984,"1,698,417,048",US,North Carolina,Greene,based on nearby landmark,seconds,local area,"Castoria, 1 mi. E of Lizzie, Greene Co., North Carolina. Lat/long estimate based on Lizzie, Greene Co., North Carolina",gp_mid,-75.9,36.07,109,Yorktown,,,formation,,,,,,,,"Local section name: Castoria.  Basinal/regional section name: Greene\r\nNo specific lithostratigraphic details or stratigraphic relationships provided in text beyond the following: The beds assigned to the Yorktown are grouped for convenience into units lettered A to F, A being the lowest and F being the highest. Collections from Greene county appear to derive from Unit E. Unit E presumably falls within zone 2 of the Yorktown Fm (Gardner 1943). How this equates to the lithostratigraphic members applied in Ward (1992) is unclear. While older literature assigns the Yorktown Formation to the Late Miocene, a late Early Pliocene-Late Pliocene age is assigned to the collection following Ward (1992). Furthemore as the collection is derived from the upper zone of the formation a Late Pliocene age is assigned.",Zanclean,-,Zanclean,"Zanclean, Piacenzian","Zanclean, Piacenzian",Gray sand containing many entire and broken shells.,sandstone,"shelly/skeletal,gray",unlithified,,Y,,,,,,coastal indet.,,No geologic or paleoenvironmental data reported in text.,taxonomic,"field collection,survey of museum collection",USNM,,,,,,Collections reposited in USNM and USGS collections.,"Exhaustive for Gastropoda, Bivalvia and Scaphopoda. Nomenclature is somewhat antiquated but provided to species resolution and authoritative.","GCP,marine invertebrate",J. A. Gardner. 1943. Mollusca from the Miocene and Lower Pliocene of Virginia and North Carolina. United States Geological Survey Professional Paper 199(A),167,167,351,A. Hendy,A. Hendy,L. Eccles,3/26/06,11/25/13,0,0,,,,,Pc1,Pc1,18896,18896,Yorktown,0,0,,5.1,3.25,,,
59330,col,-77.61694,35.50667,Rock Landing - Yorktown Formation,0,,35,Early Pliocene,Late Pliocene,5.33,2.588,Gardner,1943,16984,"1,698,417,048",US,North Carolina,Craven,based on nearby landmark,seconds,local area,"Rock Landing, 2 mi. S of Maple Cypress and Rock Landing, Craven Co., North Carolina. Lat/long estimate based on Lizzie, Craven Co., North Carolina",gp_mid,-75.9,36.07,109,Yorktown,,,formation,,,,,,,,"Local section name: Rock Landing.  Basinal/regional section name: Craven.\r\nNo specific lithostratigraphic details or stratigraphic relationships provided in text beyond the following: The beds assigned to the Yorktown are grouped for convenience into units lettered A to F, A being the lowest and F being the highest. Collections from Greene county appear to derive from Unit E. Unit E presumably falls within zone 2 of the Yorktown Fm (Gardner 1943). How this equates to the lithostratigraphic members applied in Ward (1992) is unclear. While older literature assigns the Yorktown Formation to the Late Miocene, a late Early Pliocene-Late Pliocene age is assigned to the collection following Ward (1992). Furthemore as the collection is derived from the upper zone of the formation a Late Pliocene age is assigned.",Zanclean,-,Zanclean,"Zanclean, Piacenzian","Zanclean, Piacenzian",Gray sand containing many entire and broken shells.,sandstone,"shelly/skeletal,gray",unlithified,,Y,,,,,,coastal indet.,,No geologic or paleoenvironmental data reported in text.,taxonomic,"field collection,survey of museum collection",USNM,,,,,,Collections reposited in USNM and USGS collections.,"Exhaustive for Gastropoda, Bivalvia and Scaphopoda. Nomenclature is somewhat antiquated but provided to species resolution and authoritative.","GCP,marine invertebrate",J. A. Gardner. 1943. Mollusca from the Miocene and Lower Pliocene of Virginia and North Carolina. United States Geological Survey Professional Paper 199(A),167,167,351,A. Hendy,A. Hendy,L. Eccles,3/26/06,11/25/13,0,0,,,,,Pc1,Pc1,18896,18896,Yorktown,0,0,,5.1,3.25,,,
60911,col,-77.251663,37.355,James River - 1.1 miles above Shirley Plantation,0,USGS Locality 26356,2,Late Paleocene,Late Paleocene,59.2,56,Ward,1985,17420,17420,US,Virginia,Prince George,based on nearby landmark,seconds,outcrop,"(USGS Locality 26356) Left bank of the James River, 1.1 miles above Shirley Plantation, Charles City County, VA, Hopewell 7.5-min quadrangle.",gp_mid,-48.73,38.37,109,Aquia,Pamunkey,Paspotansa,bed,,,,,,,,6 feet thick bed,Thanetian,-,Thanetian,"Thanetian, Ypresian","Thanetian, Ypresian","Sand, olive-gray (5 Y 4/1), somewhat weathered, well-sorted, fine, micaceous, glauconitic; some carbonaceous material; molds of Turritella and Crassatellites alaeformis",sandstone,"fine,glauconitic,micaceous,gray,green",unlithified,carbonaceous,Y,,,,,,coastal indet.,passive margin,,biostratigraphic,observed (not collected),USGS,,,,,,,,marine invertebrate,L. W. Ward. 1985. Stratigraphy and Characteristic Mollusks of the Pamunkey Group (Lower Tertiary) and the Old Church Formation of the Chesapeake Group-Virginia Coastal Plain. United States Geological Survey Professional Paper (1346):1-77,12,203,203,A. Miller,D. Buick,D. Buick,5/27/06,5/28/06,0,0,,,,,Pa4,Pa4,20206,20205,Aquia (Paspotansa),0,0,,59.2,56,,,
60940,col,-80.14833,33.3275,Cross (Loc. 27) - Lower Goose Creek Lmst (Encope level),0,,112,Zanclean,Zanclean,5.333,3.6,Campbell and Campbell,1995,17558,"1,755,819,909",US,South Carolina,Berkeley,based on nearby landmark,seconds,outcrop,"Martin Marietta Berkeley Quarry. Berkeley County, near Cross, South Carolina, on the east side of County Road 59, about 2 miles south of State Highway Rt. 6, Chicora 7.5 min. quadrangle. Lat/long estimate based on Cross, Berkeley County, South Carolina.",gp_mid,-78.51,33.94,109,Goose Creek,,Lower,bed,,,,,,,,"Local section name: Cross.  Basinal/regional section name: Berkeley.\r\nThe Goose Creek Limestone is divisible into lower and upper biostratigraphic units, coincident with lith division, seperated by an unconformity. The Raysor Marl unconformably overlies the lower Goose Creek Limestone. The lower Goose Creek Limestone is of late middle Pliocene (~3.8-3.9 Ma). From Encope horizon",Zanclean,Zanclean,Zanclean,Zanclean,Zanclean,"At its type section, the Goose Limestone is a medium-coarse grained quartzose and phosphatic, sparsely shelly, pale buff gray to chalk white calcarenite.","""limestone""","medium,coarse,phosphatic,gray,white",lithified,"sandy,calcareous",Y,,,,,,coastal indet.,,No environmental data reported.,biostratigraphic,"selective quarrying,field collection",USNM,,,,,,"New USCS collection. Material reposited in Converse College, Charleston Museum, USNM and USCS.",Exhaustive for Mollusca. Nomenclature is authoritative and modern.,"GCP,marine invertebrate",M.R Campbell and L.D. Campbell. 1995. Preliminary biostratigraphy and molluscan fauna of the Goose Creek Limestone of eastern South Carolina. Tulane Studies in Geology and Paleontology 27:53-100,167,167,18,A. Hendy,A. Hendy,M. Uhen,5/28/06,9/7/18,0,0,,,,,Pc1,Pc1,18863,18935,Goose Creek Limestone (Lower),0,0,,5.3,3.6,,,
60952,col,-77.284447,38.34222,Potomac River - at Bull Bluff,0,USGS Locality 26340,4,Late Paleocene,Late Paleocene,59.2,56,Ward,1985,17420,17420,US,Virginia,King George,based on nearby landmark,seconds,outcrop,"(USGS Locality 26340) Bull Bluff, right bank of the Potomac River at the mouth of Potomac Creek, King George County, VA, Passapatanzy 7.5-min quadrangle. Section has been modified from Clark and Martin (1901) because of the present slumping at the locality.",gp_mid,-48.35,39.31,109,Aquia,Pamunkey,Paspotansa,bed,,,,,,,,25 feet thick bed; Section has been modified from Clark and Martin (1901) because of the present slumping at the locality,Thanetian,-,Thanetian,"Thanetian, Ypresian","Thanetian, Ypresian","Sand, olive-black (5 Y 2/1), fresh near water level, glauconitic, fine; Turritella numerous in several beds; Ostrea sinuosa, Crassatellites alaeformis, and Cucullaea gigantea common",sandstone,"fine,glauconitic,black,green",unlithified,,Y,,,,,,coastal indet.,passive margin,,biostratigraphic,observed (not collected),USGS,,,,,,,,marine invertebrate,L. W. Ward. 1985. Stratigraphy and Characteristic Mollusks of the Pamunkey Group (Lower Tertiary) and the Old Church Formation of the Chesapeake Group-Virginia Coastal Plain. United States Geological Survey Professional Paper (1346):1-77,12,203,0,A. Miller,D. Buick,,5/28/06,5/28/06,0,0,,,,,Pa4,Pa4,20206,20205,Aquia (Paspotansa),0,0,,59.2,56,,,
61293,col,-76.38556,37.09555,"Langley Core, VA - 6.49-6.55 m (Yorktown Fm)",0,21.3-21.5 ft,27,Late Pliocene,Late Pliocene,3.6,2.588,Edwards et al.,2005,17631,"1,763,119,909",US,Virginia,Hampton,stated in text,seconds,small collection,"SPECIFIC LOCATION: USGS-NASA Langley corehole at Hampton, Hampton County, Virginia. LAT/LONG: based on text.",gp_mid,-75.06,37.51,109,Yorktown,,,bed,,Langley Core,6.49,bottom to top,Chesapeake Bay,,,"SOURCE: collecton from 6.49-6.55 m (21.3-21.5 ft) in core. STRATIGRAPHIC RELATIONS: Overlies unconformably with a heavy burrowed contact, the Late Miocene Eastover Fm as 23.3 m (76.3 ft). The Yorktown is further overlain by 2.2. m (7.2 ft of Quaternary gravel and sand of the Lynn Haven Mr of the Tabb Fm. The Chown River and Bacons Castles Fm's are not recognized in the core. BIOSTRATIGRAPHY: NN 14-17 calcareous nannofossil zone and M5-M6 molluscan zone = Early-Late Pliocene. A Late Pliocene age is assigned as the collection is derived from the very top of the section, i.e. upper Yorktown Fm.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"GENERAL LITHOLOGY: Calcareous, muddy sand with abundant macrofossils.",sandstone,shelly/skeletal,unlithified,"silty,calcareous",Y,,,,,,coastal indet.,,"DEPTH: shallow, quiet water environment, possibly back-barrier or bay. SALINITY: no specific data reported, mostly taxa with normal marine preferences, but capable of living in opern bay system. THERMAL TOLERANCES: dinoflagellates suggest temperatures slightly warmer than at present. PALEOBIOGEOGRAPHY: no specific data reported.",taxonomic,"core,field collection",USNM,,,,,,"SOURCE: occurrences of large recognizable species and any molluscan remains were noted. Fossiliferous samples were collected at selected intervals for precessing and further examination. Samples were washed, the fraction >850 um was retained, and molluscan fauna specimens recovered were sorted and identified. Generic assignments for extant groups were updated on the basis of Turgeon et al. (1998). COLLECTORS: Collected by NASA-USGS. REPOSITORIES: presumably reposited in USGS and USNM collections.","COVERAGE: Not exhaustive, but detailed considering limited material available from core. IDENTIFIED: presumably identified by L. Wingard (USGS). NOMENCLATURE: appears to be fairly modern.",marine invertebrate,"L. E. Edwards, J.  A. Barron, and D. Bukry, LM Bybell, TM Cronin, CW Poag, RE Weems, GL Wingard. 2005. Paleontology of the Upper Eocene to Quaternary Post Impact Section in the USGS-NASA Langley Core, Hampton Virginia. United States Geological Survey Professional Paper 1688:1-71",167,167,0,A. Hendy,A. Hendy,,6/4/06,11/25/13,0,0,,,,,Pc1,Pc1,18896,18896,Yorktown,0,0,,3.6,3.25,,,
67598,col,171.215103,-44.311298,"GS #3241 - Waratah Station, Canterbury",0,Collection #3044 (Hendy PhD),21,Late Oligocene,Late Oligocene,28.1,23.03,Wellman,1953,14008,"1,400,818,682",NZ,,Geraldine,based on nearby landmark,4,outcrop,"SPECIFIC LOCALITY: One mile east of Waratah Station and near the junction of Trap Creek and Tengawai River, Geraldine, Canterbury. NZMS260 J38/676538. LAT/LONG: Estimate based on Waratah Homestead, Canterbury.",gp_mid,-168.63,-46.14,807,Tokama Siltstone,,,bed,,,,,,,,LITHOSTRATIGRAPHY: Tokama Siltstone? No lithostratigraphic data stated in text. AGE: Waitakian = Chattian-earliest Aquitanian.,Chattian,-,Chattian,Chattian,"Rupelian, Chattian","SPECIFIC LITHOLOGY: Moderately-soft siltstone with scattered fossils. LITHIFICATION: Poorly lithified, assumed based on facies description (moderately soft).",siltstone,,poorly lithified,,Y,,,,,,offshore,,ENVIRONMENT: No environmental data provided in text. Offshore-marine (mid-outer shelf) siliciclastic environment [Hendy].,biostratigraphic,"selective quarrying,field collection",IGNS,,,,,,"COLLECTOR: Collected by H.W. Wellman (1944). REPOSITORY: Collection probably reposited in New Zealand Geological Survey (IGNS) collections, Lower Hutt, New Zealand.","COVERAGE: Exhaustive for gastropoda, bivalvia, and scaphopoda. Coral also listed. NOMENCLATURE: Somewhat antiquated and from standard publication, though identified to species and subgeneric resolution. IDENTIFICATION: Identified by J. Marwick.",marine invertebrate,H. W. Wellman. 1953. The Geology of the Geraldine Subdivision. New Zealand Geological Survey bulletin 50,167,167,167,A. Hendy,A. Hendy,A. Hendy,11/27/06,5/23/17,0,0,,,,,Og4,Og4,20236,20236,Tokama,0,0,,25.2,23.03,,,
67826,col,171.123093,-44.113998,"S102/f516 - Gapes Valley Rd, Canterbury",0,Collection #3051 (Hendy PhD); GS #3239,8,Otaian,Otaian,21.7,19,Wellman,1953,14008,"1,400,818,682",NZ,,Geraldine,based on nearby landmark,4,outcrop,"SPECIFIC LOCALITY: Near Gapes Valley, Geraldine, Canterbury. NZMS260 J37/582903. LAT/LONG: Estimate based on Gapes Valley, Canterbury.",gp_mid,-172.37,-45.66,807,Waikari,,,bed,,,,,,,,"LITHOSTRATIGRAPHY: No lithostratigraphic data stated in text, other than from greensand with conglomerate. Estimated to be from Waikari Formation based on correlation figure of King et al. (1994). AGE: Otaian age= Earliest Early Miocene; Otaian in text.",Burdigalian,-,Burdigalian,"Aquitanian, Burdigalian","Aquitanian, Burdigalian","SPECIFIC LITHOLOGY: Weathered soft, moderately calcareous, muddy sandstone. LITHIFICATION: Poorly lithified, based on facies description (soft = easily crushed by hand).",sandstone,,poorly lithified,"silty,calcareous",Y,,,,,,coastal indet.,,ENVIRONMENT: No environmental data provided in text. Shallow-marine (inner shelf) siliciclastic environment [Hendy].,biostratigraphic,"selective quarrying,field collection",IGNS,,,,,,"COLLECTOR: Collected by Wellman (1944). REPOSITORY: Collection probably reposited in New Zealand Geological Survey (IGNS) collections, Lower Hutt, New Zealand.","COVERAGE: Exhaustive for gastropoda , bivalvia, and scaphopoda. Coral also listed. NOMENCLATURE: Somewhat antiquated and from standard publication, though identified to species and subgeneric resolution. IDENTIFICATION: Identified by J. Marwick.",marine invertebrate,H. W. Wellman. 1953. The Geology of the Geraldine Subdivision. New Zealand Geological Survey bulletin 50,167,167,167,A. Hendy,A. Hendy,A. Hendy,12/12/06,5/23/17,0,0,,,,,Mi2,Mi2,20242,20242,Waikari,0,0,,20.44,19,,,
67843,col,170.5494,-44.7729,"GS477 - Otekaike Limestone, Station Peak",0,Coll# 3058 (Hendy PhD),6,Late Oligocene,Late Oligocene,28.1,23.03,Gage,1957,18671,"1,867,118,682",NZ,,Waitaki,based on nearby landmark,4,outcrop,"SPECIFIC LOCATION: Station Peak, Waitaki Valley, Waitaki subdivision, Canterbury, South Island, New Zealand. NZMS 260 sheet I40/161017. LAT/LONG: estimated based on Station Peak, Canterbury.",gp_mid,-169.31,-46.6,807,Otekaike Limestone,Otiake,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From Otekaike Limestone, which is the upper unit of the Otiake Group, overlying the Kokoamu Greensand, and is overlain by the Gee Greensand of the Kaierero Group. AGE: Duntroonian-Waitakian in text of Gage (1957), but largely Waitakian in Table 3; Waitakian = Late Chattian-early Aquitanian; hereby assigned a Late Oligocene age in ensure collection is not orphaned. STRATIGRAPHIC POSITION: Unknown position within formation.",Chattian,-,Chattian,Chattian,"Rupelian, Chattian","SPECIFIC LITHOLOGY: Limestone, highly calcareous. LITHIFICATION: Lithified, largely assumed, as no indication is given text of lithification state, although text says unit is cliff forming and highly calcareous, and limestone.","""limestone""",,lithified,calcareous,Y,,,,,,open shallow subtidal,,"ENVIRONMENT: Shallow marine, carbonate.",biostratigraphic,"selective quarrying,field collection",IGNS,,,,,,"COLLECTOR: Unknown collectors. REPOSITORY: New Zealand Geological Survey (now GNS Science, Lower Hutt, New Zealand).","COVERAGE: Exhaustive for bivalvia, gastropoda, and scaphopods. IDENTIFIER: O. P. Olson. NOMENCLATURE: Somewhat antiquated but identified by specialist and often to subgeneric and species resolution.",marine invertebrate,M. Gage. 1957. The Geology of the Waitaki Subdivision. New Zealand Geological Survey Bulletin 55,167,167,167,A. Hendy,A. Hendy,A. Hendy,12/13/06,5/23/17,0,0,,,,,Og4,Og4,19300,19300,Otekaike Limestone,0,0,,25.2,23.03,,,
67844,col,170.5229,-44.8412,"GS481 - Otekaike Limestone, Otekaike",0,Coll# 3059 (Hendy PhD),4,Late Oligocene,Late Oligocene,28.1,23.03,Gage,1957,18671,"1,867,118,682",NZ,,Waitaki,based on nearby landmark,4,outcrop,"SPECIFIC LOCATION: Otekaike, Waitaki Valley, Waitaki subdivision, Canterbury, South Island, New Zealand. NZMS 260 sheet I40/141935. LAT/LONG: estimated based on Mount Otekaike (Homestead), (assumed nearby), Canterbury.",gp_mid,-169.34,-46.67,807,Otekaike Limestone,Otiake,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From Otekaike Limestone, which is the upper unit of the Otiake Group, overlying the Kokoamu Greensand, and is overlain by the Gee Greensand of the Kaierero Group. AGE: Duntroonian-Waitakian in text of Gage (1957), but largely Waitakian in Table 3; Waitakian = Late Chattian-early Aquitanian; hereby assigned a Late Oligocene age in ensure collection is not orphaned. STRATIGRAPHIC POSITION: Unknown position within formation.",Chattian,-,Chattian,Chattian,"Rupelian, Chattian","SPECIFIC LITHOLOGY: Limestone, highly calcareous. LITHIFICATION: Lithified, largely assumed, as no indication is given text of lithification state, although text says unit is cliff forming and highly calcareous, and limestone.","""limestone""",,lithified,calcareous,Y,,,,,,open shallow subtidal,,"ENVIRONMENT: Shallow marine, carbonate.",biostratigraphic,"selective quarrying,field collection",IGNS,,,,,,"COLLECTOR: Unknown collectors. REPOSITORY: New Zealand Geological Survey (now GNS Science, Lower Hutt, New Zealand).","COVERAGE: Exhaustive for bivalvia, gastropoda, and scaphopods. IDENTIFIER: O. P. Olson. NOMENCLATURE: Somewhat antiquated but identified by specialist and often to subgeneric and species resolution.",marine invertebrate,M. Gage. 1957. The Geology of the Waitaki Subdivision. New Zealand Geological Survey Bulletin 55,167,167,167,A. Hendy,A. Hendy,A. Hendy,12/13/06,5/23/17,0,0,,,,,Og4,Og4,19300,19300,Otekaike Limestone,0,0,,25.2,23.03,,,
67848,col,170.3261,-44.987,"S136/f651 - Otekaike Limestone, Survey Peak",0,GS3896; Coll# 3063 (Hendy PhD),3,Late Oligocene,Late Oligocene,28.1,23.03,Gage,1957,18671,"1,867,118,682",NZ,,Waitaki,based on nearby landmark,3,outcrop,"SPECIFIC LOCATION: 1/4 SE of Survey Peak, Waitaki Valley, Waitaki subdivision, Canterbury, South Island, New Zealand. NZMS 260 sheet I40/326778. LAT/LONG: estimated based on Survey Peak, Canterbury.",gp_mid,-169.54,-46.82,807,Otekaike Limestone,Otiake,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From Otekaike Limestone, which is the upper unit of the Otiake Group, overlying the Kokoamu Greensand, and is overlain by the Gee Greensand of the Kaierero Group. AGE: Duntroonian-Waitakian in text of Gage (1957), but largely Waitakian in Table 3; Waitakian = Late Chattian-early Aquitanian; hereby assigned a Late Oligocene age in ensure collection is not orphaned. STRATIGRAPHIC POSITION: Unknown position within formation.",Chattian,-,Chattian,Chattian,"Rupelian, Chattian","SPECIFIC LITHOLOGY: Limestone, highly calcareous. LITHIFICATION: Lithified, largely assumed, as no indication is given text of lithification state, although text says unit is cliff forming and highly calcareous, and limestone.","""limestone""",,lithified,calcareous,Y,,,,,,open shallow subtidal,,"ENVIRONMENT: Shallow marine, carbonate.",biostratigraphic,"selective quarrying,field collection",IGNS,,,,,,"COLLECTOR: Unknown collectors. REPOSITORY: New Zealand Geological Survey (now GNS Science, Lower Hutt, New Zealand).","COVERAGE: Exhaustive for bivalvia, gastropoda, and scaphopods. IDENTIFIER: O. P. Olson. NOMENCLATURE: Somewhat antiquated but identified by specialist and often to subgeneric and species resolution.",marine invertebrate,M. Gage. 1957. The Geology of the Waitaki Subdivision. New Zealand Geological Survey Bulletin 55,167,167,167,A. Hendy,A. Hendy,A. Hendy,12/13/06,5/23/17,0,0,,,,,Og4,Og4,19300,19300,Otekaike Limestone,0,0,,25.2,23.03,,,
67854,col,170.5229,-44.8412,"S127/f538 - Otekaike Limestone, Special School",0,GS5640; Coll# 3069 (Hendy PhD),44,Late Oligocene,Late Oligocene,28.1,23.03,Gage,1957,18671,"1,867,118,682",NZ,,Waitaki,based on nearby landmark,4,outcrop,"SPECIFIC LOCATION: Otekaike, Waitaki Valley, Waitaki subdivision, Canterbury, South Island, New Zealand. NZMS 260 sheet I40/141935. LAT/LONG: estimated based on Mount Otekaike (Homestead), (assumed nearby), Canterbury.",gp_mid,-169.34,-46.67,807,Otekaike Limestone,Otiake,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From Otekaike Limestone, which is the upper unit of the Otiake Group, overlying the Kokoamu Greensand, and is overlain by the Gee Greensand of the Kaierero Group. AGE: Duntroonian-Waitakian in text of Gage (1957), but largely Waitakian in Table 3; Waitakian = Late Chattian-early Aquitanian; hereby assigned a Late Oligocene age in ensure collection is not orphaned. STRATIGRAPHIC POSITION: Unknown position within formation.",Chattian,-,Chattian,Chattian,"Rupelian, Chattian","SPECIFIC LITHOLOGY: Limestone, highly calcareous. LITHIFICATION: Lithified, largely assumed, as no indication is given text of lithification state, although text says unit is cliff forming and highly calcareous, and limestone.","""limestone""",,lithified,calcareous,Y,,,,,,open shallow subtidal,,"ENVIRONMENT: Shallow marine, carbonate.",biostratigraphic,"selective quarrying,field collection",IGNS,,,,,,"COLLECTOR: Unknown collectors. REPOSITORY: New Zealand Geological Survey (now GNS Science, Lower Hutt, New Zealand).","COVERAGE: Exhaustive for bivalvia, gastropoda, and scaphopods. IDENTIFIER: O. P. Olson. NOMENCLATURE: Somewhat antiquated but identified by specialist and often to subgeneric and species resolution.",marine invertebrate,M. Gage. 1957. The Geology of the Waitaki Subdivision. New Zealand Geological Survey Bulletin 55,167,167,167,A. Hendy,A. Hendy,A. Hendy,12/13/06,5/23/17,0,0,,,,,Og4,Og4,19300,19300,Otekaike Limestone,0,0,,25.2,23.03,,,
67855,col,170.5077,-44.7907,"S127/f556 - Otekaike Limestone, Otiake River",0,GS5645; Coll# 3070 (Hendy PhD),12,Late Oligocene,Late Oligocene,28.1,23.03,Gage,1957,18671,"186,711,868,229,819",NZ,,Waitaki,based on nearby landmark,4,outcrop,"SPECIFIC LOCATION: Trig Z, Otiake, Waitaki Valley, Waitaki subdivision, Canterbury, South Island, New Zealand. NZMS 260 sheet I40/128991. LAT/LONG: estimated based on Otiake, Canterbury.",gp_mid,-169.36,-46.62,807,Otekaike Limestone,Otiake,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From Otekaike Limestone, which is the upper unit of the Otiake Group, overlying the Kokoamu Greensand, and is overlain by the Gee Greensand of the Kaierero Group. AGE: Duntroonian-Waitakian in text of Gage (1957), but largely Waitakian in Table 3; Waitakian = Late Chattian-early Aquitanian; hereby assigned a Late Oligocene age in ensure collection is not orphaned. STRATIGRAPHIC POSITION: Glauconitic band in Waitaki Limestone",Chattian,-,Chattian,Chattian,"Rupelian, Chattian","SPECIFIC LITHOLOGY: Limestone, highly calcareous. LITHIFICATION: Lithified, largely assumed, as no indication is given text of lithification state, although text says unit is cliff forming and highly calcareous, and limestone.","""limestone""",glauconitic,lithified,calcareous,Y,,,,,,open shallow subtidal,,"ENVIRONMENT: Shallow marine, carbonate.",biostratigraphic,"selective quarrying,field collection",IGNS,,,,,,"COLLECTOR: Unknown collectors. REPOSITORY: New Zealand Geological Survey (now GNS Science, Lower Hutt, New Zealand).","COVERAGE: Exhaustive for bivalvia, gastropoda, and scaphopods. IDENTIFIER: O. P. Olson. NOMENCLATURE: Somewhat antiquated but identified by specialist and often to subgeneric and species resolution.",marine invertebrate,M. Gage. 1957. The Geology of the Waitaki Subdivision. New Zealand Geological Survey Bulletin 55,167,167,167,A. Hendy,A. Hendy,A. Hendy,12/13/06,5/23/17,0,0,,,,,Og4,Og4,19300,19300,Otekaike Limestone,0,0,,25.2,23.03,,,
